protocol,method,instance,seed,feasible,rep_violation,pair_violation,violation,evaluations,seconds,blocks_json
equal_time,SA,"(7,7,3,3,1)",3,1,0,0,0,10792,1.0905631170001016,"[[0, 1, 6], [0, 2, 5], [0, 3, 4], [1, 2, 3], [1, 4, 5], [2, 4, 6], [3, 5, 6]]"
equal_time,QIMA,"(7,7,3,3,1)",4,1,0,0,0,916,0.40237099399996623,"[[0, 1, 4], [0, 2, 6], [0, 3, 5], [1, 2, 5], [1, 3, 6], [2, 3, 4], [4, 5, 6]]"
equal_time,GA,"(7,7,3,3,1)",4,1,0,0,0,240,0.06420364700011305,"[[0, 1, 3], [0, 2, 4], [0, 5, 6], [1, 2, 6], [1, 4, 5], [2, 3, 5], [3, 4, 6]]"
equal_time,SA,"(7,7,3,3,1)",4,1,0,0,0,2146,0.2121317349999572,"[[0, 1, 5], [0, 2, 3], [0, 4, 6], [1, 2, 4], [1, 3, 6], [2, 5, 6], [3, 4, 5]]"
equal_time,QIMA,"(7,7,3,3,1)",5,1,0,0,0,169,0.05808080199994947,"[[0, 1, 3], [0, 2, 4], [0, 5, 6], [1, 2, 6], [1, 4, 5], [2, 3, 5], [3, 4, 6]]"
equal_time,GA,"(7,7,3,3,1)",5,1,0,0,0,120,0.03560800500008554,"[[0, 1, 6], [0, 2, 5], [0, 3, 4], [1, 2, 3], [1, 4, 5], [2, 4, 6], [3, 5, 6]]"
equal_time,SA,"(7,7,3,3,1)",5,1,0,0,0,5261,0.5119715359999191,"[[0, 1, 5], [0, 2, 3], [0, 4, 6], [1, 2, 4], [1, 3, 6], [2, 5, 6], [3, 4, 5]]"
equal_time,QIMA,"(7,7,3,3,1)",6,1,0,0,0,25,0.019126515000152722,"[[0, 1, 2], [0, 3, 6], [0, 4, 5], [1, 3, 4], [1, 5, 6], [2, 3, 5], [2, 4, 6]]"
equal_time,GA,"(7,7,3,3,1)",6,1,0,0,0,120,0.03951180900003237,"[[0, 1, 4], [0, 2, 5], [0, 3, 6], [1, 2, 6], [1, 3, 5], [2, 3, 4], [4, 5, 6]]"
equal_time,SA,"(7,7,3,3,1)",6,1,0,0,0,78,0.007897194999941348,"[[0, 1, 5], [0, 2, 4], [0, 3, 6], [1, 2, 3], [1, 4, 6], [2, 5, 6], [3, 4, 5]]"
equal_time,QIMA,"(7,7,3,3,1)",7,1,0,0,0,169,0.06065460700006042,"[[0, 1, 6], [0, 2, 3], [0, 4, 5], [1, 2, 4], [1, 3, 5], [2, 5, 6], [3, 4, 6]]"
equal_time,GA,"(7,7,3,3,1)",7,1,0,0,0,160,0.054106392999983655,"[[0, 1, 5], [0, 2, 3], [0, 4, 6], [1, 2, 6], [1, 3, 4], [2, 4, 5], [3, 5, 6]]"
equal_time,SA,"(7,7,3,3,1)",7,1,0,0,0,3665,0.39047841699994024,"[[0, 1, 2], [0, 3, 5], [0, 4, 6], [1, 3, 4], [1, 5, 6], [2, 3, 6], [2, 4, 5]]"
equal_time,QIMA,"(7,7,3,3,1)",8,1,0,0,0,410,0.16945715999986533,"[[0, 1, 2], [0, 3, 5], [0, 4, 6], [1, 3, 6], [1, 4, 5], [2, 3, 4], [2, 5, 6]]"
equal_time,GA,"(7,7,3,3,1)",8,1,0,0,0,160,0.04332349399987834,"[[0, 1, 4], [0, 2, 6], [0, 3, 5], [1, 2, 5], [1, 3, 6], [2, 3, 4], [4, 5, 6]]"
equal_time,SA,"(7,7,3,3,1)",8,1,0,0,0,379,0.038861502999907316,"[[0, 1, 6], [0, 2, 3], [0, 4, 5], [1, 2, 5], [1, 3, 4], [2, 4, 6], [3, 5, 6]]"
equal_time,QIMA,"(7,7,3,3,1)",9,1,0,0,0,241,0.11266164099993148,"[[0, 1, 2], [0, 3, 5], [0, 4, 6], [1, 3, 4], [1, 5, 6], [2, 3, 6], [2, 4, 5]]"
equal_time,GA,"(7,7,3,3,1)",9,1,0,0,0,80,0.026047381999887875,"[[0, 1, 2], [0, 3, 4], [0, 5, 6], [1, 3, 6], [1, 4, 5], [2, 3, 5], [2, 4, 6]]"
equal_time,SA,"(7,7,3,3,1)",9,1,0,0,0,905,0.08863732100007837,"[[0, 1, 6], [0, 2, 3], [0, 4, 5], [1, 2, 4], [1, 3, 5], [2, 5, 6], [3, 4, 6]]"
equal_time,QIMA,"(6,10,5,3,2)",0,1,0,0,0,25,0.02264358299999003,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 5], [0, 4, 5], [1, 2, 5], [1, 3, 4], [1, 4, 5], [2, 3, 4], [2, 3, 5]]"
equal_time,GA,"(6,10,5,3,2)",0,1,0,0,0,80,0.027489956999943388,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 3, 5], [1, 2, 3], [1, 2, 5], [1, 3, 4], [2, 4, 5], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",0,1,0,0,0,2778,0.3091309830001592,"[[0, 1, 2], [0, 1, 4], [0, 2, 5], [0, 3, 4], [0, 3, 5], [1, 2, 3], [1, 3, 5], [1, 4, 5], [2, 3, 4], [2, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",1,1,0,0,0,675,0.3877668560000984,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",1,1,0,0,0,80,0.03054441700010102,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",1,1,0,0,0,5951,0.6434864039999866,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 5], [0, 4, 5], [1, 2, 5], [1, 3, 4], [1, 4, 5], [2, 3, 4], [2, 3, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",2,1,0,0,0,651,0.33125972399989223,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",2,1,0,0,0,40,0.015178757000057885,"[[0, 1, 2], [0, 1, 4], [0, 2, 5], [0, 3, 4], [0, 3, 5], [1, 2, 3], [1, 3, 5], [1, 4, 5], [2, 3, 4], [2, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",2,1,0,0,0,2465,0.24764670600006866,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 5], [0, 4, 5], [1, 2, 5], [1, 3, 4], [1, 4, 5], [2, 3, 4], [2, 3, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",3,1,0,0,0,434,0.23269417400001657,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",3,1,0,0,0,800,0.20595671799992488,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",3,1,0,0,0,5033,0.520879104999949,"[[0, 1, 3], [0, 1, 5], [0, 2, 4], [0, 2, 5], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 4, 5], [2, 3, 5], [3, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",4,1,0,0,0,989,0.5955909070000871,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 5], [0, 4, 5], [1, 2, 5], [1, 3, 4], [1, 3, 5], [2, 3, 4], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",4,1,0,0,0,120,0.058239815999968414,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 3, 5], [1, 2, 3], [1, 2, 5], [1, 3, 4], [2, 4, 5], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",4,1,0,0,0,6352,0.7379321560001699,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 3, 5], [1, 2, 3], [1, 2, 5], [1, 3, 4], [2, 4, 5], [3, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",5,1,0,0,0,217,0.11399541200012209,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",5,1,0,0,0,120,0.038528885000005175,"[[0, 1, 3], [0, 1, 4], [0, 2, 4], [0, 2, 5], [0, 3, 5], [1, 2, 3], [1, 2, 5], [1, 4, 5], [2, 3, 4], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",5,1,0,0,0,1422,0.14318364199993994,"[[0, 1, 2], [0, 1, 5], [0, 2, 4], [0, 3, 4], [0, 3, 5], [1, 2, 3], [1, 3, 4], [1, 4, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",6,1,0,0,0,1816,0.9443122189998121,"[[0, 1, 2], [0, 1, 4], [0, 2, 3], [0, 3, 5], [0, 4, 5], [1, 2, 5], [1, 3, 4], [1, 3, 5], [2, 3, 4], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",6,1,0,0,0,240,0.07231673599994792,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 5], [0, 4, 5], [1, 2, 4], [1, 2, 5], [1, 3, 5], [2, 3, 4], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",6,1,0,0,0,8847,0.9611922999999933,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 5], [0, 3, 4], [1, 2, 3], [1, 2, 4], [1, 3, 5], [2, 4, 5], [3, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",7,1,0,0,0,892,0.4955497070000092,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",7,1,0,0,0,120,0.0352700939999977,"[[0, 1, 2], [0, 1, 3], [0, 2, 5], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 5], [1, 4, 5], [2, 3, 4], [2, 3, 5]]"
equal_time,SA,"(6,10,5,3,2)",7,1,0,0,0,2874,0.2932091370000762,"[[0, 1, 2], [0, 1, 5], [0, 2, 4], [0, 3, 4], [0, 3, 5], [1, 2, 3], [1, 3, 4], [1, 4, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",8,1,0,0,0,748,0.4691142620001756,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 3, 5], [1, 2, 3], [1, 2, 5], [1, 3, 4], [2, 4, 5], [3, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",8,1,0,0,0,80,0.030657335999876523,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 5], [0, 4, 5], [1, 2, 4], [1, 2, 5], [1, 3, 5], [2, 3, 4], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",8,1,0,0,0,6788,0.7947494699999424,"[[0, 1, 2], [0, 1, 3], [0, 2, 5], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 5], [1, 4, 5], [2, 3, 4], [2, 3, 5]]"
equal_time,QIMA,"(6,10,5,3,2)",9,1,0,0,0,482,0.2870244769999317,"[[0, 1, 3], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 4, 5], [1, 2, 4], [1, 2, 5], [1, 3, 4], [2, 3, 5], [3, 4, 5]]"
equal_time,GA,"(6,10,5,3,2)",9,1,0,0,0,560,0.18912724799997704,"[[0, 1, 3], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 4, 5], [1, 2, 4], [1, 2, 5], [1, 3, 4], [2, 3, 5], [3, 4, 5]]"
equal_time,SA,"(6,10,5,3,2)",9,1,0,0,0,2270,0.23677213099995242,"[[0, 1, 2], [0, 1, 5], [0, 2, 3], [0, 3, 4], [0, 4, 5], [1, 2, 4], [1, 3, 4], [1, 3, 5], [2, 3, 5], [2, 4, 5]]"
equal_time,QIMA,"(9,12,4,3,1)",0,0,0,4,4,3159,2.0004142170000705,"[[0, 1, 6], [0, 2, 4], [0, 3, 8], [0, 5, 7], [1, 2, 3], [1, 4, 5], [1, 7, 8], [2, 5, 8], [2, 6, 7], [3, 4, 8], [3, 5, 6], [4, 6, 7]]"
equal_time,GA,"(9,12,4,3,1)",0,0,0,4,4,6596,2.000077446999967,"[[0, 1, 8], [0, 2, 4], [0, 3, 6], [0, 5, 7], [1, 2, 6], [1, 4, 5], [1, 6, 7], [2, 3, 5], [2, 7, 8], [3, 4, 7], [3, 4, 8], [5, 6, 8]]"
equal_time,SA,"(9,12,4,3,1)",0,0,0,4,4,16344,2.000072075000162,"[[0, 1, 3], [0, 2, 4], [0, 4, 6], [0, 5, 8], [1, 2, 6], [1, 4, 8], [1, 5, 7], [2, 3, 8], [2, 5, 7], [3, 4, 7], [3, 5, 6], [6, 7, 8]]"
equal_time,QIMA,"(9,12,4,3,1)",1,1,0,0,0,1455,1.0281159339999704,"[[0, 1, 7], [0, 2, 6], [0, 3, 5], [0, 4, 8], [1, 2, 5], [1, 3, 4], [1, 6, 8], [2, 3, 8], [2, 4, 7], [3, 6, 7], [4, 5, 6], [5, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",1,1,0,0,0,2040,0.6675993329999983,"[[0, 1, 6], [0, 2, 3], [0, 4, 5], [0, 7, 8], [1, 2, 8], [1, 3, 5], [1, 4, 7], [2, 4, 6], [2, 5, 7], [3, 4, 8], [3, 6, 7], [5, 6, 8]]"
equal_time,SA,"(9,12,4,3,1)",1,0,0,4,4,15662,2.000103828999954,"[[0, 1, 6], [0, 2, 7], [0, 3, 4], [0, 5, 8], [1, 3, 7], [1, 4, 5], [1, 6, 8], [2, 3, 8], [2, 4, 6], [2, 5, 7], [3, 5, 6], [4, 7, 8]]"
equal_time,QIMA,"(9,12,4,3,1)",2,0,0,6,6,3368,2.000785978000067,"[[0, 1, 8], [0, 2, 6], [0, 3, 7], [0, 4, 5], [1, 2, 4], [1, 3, 6], [1, 5, 6], [2, 3, 5], [2, 4, 7], [3, 4, 8], [5, 7, 8], [6, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",2,1,0,0,0,1680,0.6047863149999557,"[[0, 1, 5], [0, 2, 3], [0, 4, 6], [0, 7, 8], [1, 2, 6], [1, 3, 8], [1, 4, 7], [2, 4, 8], [2, 5, 7], [3, 4, 5], [3, 6, 7], [5, 6, 8]]"
equal_time,SA,"(9,12,4,3,1)",2,0,0,4,4,16313,2.0000486050000745,"[[0, 1, 3], [0, 1, 4], [0, 2, 8], [0, 5, 6], [1, 5, 8], [1, 6, 7], [2, 3, 7], [2, 4, 6], [2, 5, 7], [3, 4, 5], [3, 6, 8], [4, 7, 8]]"
equal_time,QIMA,"(9,12,4,3,1)",3,0,0,6,6,3684,2.000851105000038,"[[0, 1, 5], [0, 2, 3], [0, 4, 6], [0, 6, 7], [1, 2, 6], [1, 3, 8], [1, 4, 7], [2, 4, 8], [2, 5, 7], [3, 4, 5], [3, 6, 8], [5, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",3,1,0,0,0,3520,1.039239352000095,"[[0, 1, 5], [0, 2, 8], [0, 3, 7], [0, 4, 6], [1, 2, 3], [1, 4, 7], [1, 6, 8], [2, 4, 5], [2, 6, 7], [3, 4, 8], [3, 5, 6], [5, 7, 8]]"
equal_time,SA,"(9,12,4,3,1)",3,0,0,4,4,17379,2.0000791289999142,"[[0, 1, 8], [0, 2, 7], [0, 4, 5], [0, 5, 6], [1, 2, 5], [1, 3, 7], [1, 4, 6], [2, 3, 4], [2, 6, 8], [3, 5, 8], [3, 6, 7], [4, 7, 8]]"
equal_time,QIMA,"(9,12,4,3,1)",4,0,0,4,4,3582,2.000071958000035,"[[0, 1, 8], [0, 3, 4], [0, 5, 6], [0, 6, 7], [1, 2, 7], [1, 3, 5], [1, 4, 6], [2, 3, 6], [2, 4, 8], [2, 5, 8], [3, 7, 8], [4, 5, 7]]"
equal_time,GA,"(9,12,4,3,1)",4,1,0,0,0,1920,0.5796614250000403,"[[0, 1, 8], [0, 2, 7], [0, 3, 4], [0, 5, 6], [1, 2, 6], [1, 3, 5], [1, 4, 7], [2, 3, 8], [2, 4, 5], [3, 6, 7], [4, 6, 8], [5, 7, 8]]"
equal_time,SA,"(9,12,4,3,1)",4,1,0,0,0,14049,1.6500021150000066,"[[0, 1, 2], [0, 3, 5], [0, 4, 7], [0, 6, 8], [1, 3, 6], [1, 4, 8], [1, 5, 7], [2, 3, 4], [2, 5, 8], [2, 6, 7], [3, 7, 8], [4, 5, 6]]"
equal_time,QIMA,"(9,12,4,3,1)",5,0,0,6,6,3550,2.0006245800000215,"[[0, 1, 4], [0, 2, 3], [0, 6, 7], [0, 6, 8], [1, 2, 8], [1, 3, 7], [1, 4, 5], [2, 4, 6], [2, 5, 7], [3, 5, 6], [3, 5, 8], [4, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",5,1,0,0,0,1240,0.3902927220001402,"[[0, 1, 5], [0, 2, 8], [0, 3, 6], [0, 4, 7], [1, 2, 6], [1, 3, 4], [1, 7, 8], [2, 3, 7], [2, 4, 5], [3, 5, 8], [4, 6, 8], [5, 6, 7]]"
equal_time,SA,"(9,12,4,3,1)",5,0,0,4,4,16886,2.000078607999967,"[[0, 2, 4], [0, 3, 5], [0, 4, 7], [0, 6, 8], [1, 2, 5], [1, 3, 7], [1, 3, 8], [1, 4, 6], [2, 3, 6], [2, 7, 8], [4, 5, 8], [5, 6, 7]]"
equal_time,QIMA,"(9,12,4,3,1)",6,0,0,6,6,3347,2.0008569750000333,"[[0, 1, 3], [0, 2, 8], [0, 4, 5], [0, 6, 7], [1, 2, 6], [1, 3, 7], [1, 4, 5], [2, 3, 8], [2, 4, 7], [3, 5, 6], [4, 6, 8], [5, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",6,1,0,0,0,1440,0.43045368100001724,"[[0, 1, 8], [0, 2, 4], [0, 3, 5], [0, 6, 7], [1, 2, 5], [1, 3, 6], [1, 4, 7], [2, 3, 7], [2, 6, 8], [3, 4, 8], [4, 5, 6], [5, 7, 8]]"
equal_time,SA,"(9,12,4,3,1)",6,0,0,4,4,17500,2.0000350499999513,"[[0, 1, 6], [0, 2, 4], [0, 3, 7], [0, 5, 8], [1, 2, 8], [1, 4, 8], [1, 5, 7], [2, 3, 5], [2, 6, 7], [3, 4, 7], [3, 6, 8], [4, 5, 6]]"
equal_time,QIMA,"(9,12,4,3,1)",7,0,0,4,4,3432,2.000040793999915,"[[0, 1, 7], [0, 2, 3], [0, 3, 8], [0, 4, 5], [1, 2, 8], [1, 3, 4], [1, 5, 6], [2, 4, 6], [2, 5, 7], [3, 6, 7], [4, 7, 8], [5, 6, 8]]"
equal_time,GA,"(9,12,4,3,1)",7,1,0,0,0,3440,1.162285453999857,"[[0, 1, 4], [0, 2, 6], [0, 3, 5], [0, 7, 8], [1, 2, 3], [1, 5, 7], [1, 6, 8], [2, 4, 7], [2, 5, 8], [3, 4, 8], [3, 6, 7], [4, 5, 6]]"
equal_time,SA,"(9,12,4,3,1)",7,1,0,0,0,12530,1.5564517329999035,"[[0, 1, 4], [0, 2, 3], [0, 5, 7], [0, 6, 8], [1, 2, 6], [1, 3, 5], [1, 7, 8], [2, 4, 7], [2, 5, 8], [3, 4, 8], [3, 6, 7], [4, 5, 6]]"
equal_time,QIMA,"(9,12,4,3,1)",8,0,0,4,4,3097,2.0001151870001195,"[[0, 1, 6], [0, 2, 3], [0, 4, 5], [0, 7, 8], [1, 2, 5], [1, 3, 8], [1, 4, 7], [2, 3, 6], [2, 4, 8], [3, 5, 7], [4, 6, 7], [5, 6, 8]]"
equal_time,GA,"(9,12,4,3,1)",8,1,0,0,0,2880,0.9940340170001036,"[[0, 1, 8], [0, 2, 7], [0, 3, 4], [0, 5, 6], [1, 2, 6], [1, 3, 7], [1, 4, 5], [2, 3, 5], [2, 4, 8], [3, 6, 8], [4, 6, 7], [5, 7, 8]]"
equal_time,SA,"(9,12,4,3,1)",8,0,0,4,4,15599,2.0000787690000834,"[[0, 1, 3], [0, 2, 6], [0, 5, 7], [0, 6, 8], [1, 2, 4], [1, 5, 8], [1, 6, 7], [2, 3, 5], [2, 7, 8], [3, 4, 7], [3, 4, 8], [4, 5, 6]]"
equal_time,QIMA,"(9,12,4,3,1)",9,0,0,6,6,3243,2.000132214999894,"[[0, 1, 7], [0, 2, 6], [0, 3, 4], [0, 3, 8], [1, 2, 3], [1, 4, 6], [1, 5, 8], [2, 4, 7], [2, 5, 6], [3, 5, 7], [4, 5, 8], [6, 7, 8]]"
equal_time,GA,"(9,12,4,3,1)",9,0,0,4,4,6120,2.0001965510000446,"[[0, 1, 6], [0, 2, 8], [0, 3, 5], [0, 4, 7], [1, 3, 8], [1, 4, 5], [1, 7, 8], [2, 3, 4], [2, 5, 6], [2, 5, 7], [3, 6, 7], [4, 6, 8]]"
equal_time,SA,"(9,12,4,3,1)",9,0,0,6,6,14542,2.0001004040000225,"[[0, 2, 3], [0, 3, 8], [0, 4, 7], [0, 5, 6], [1, 2, 5], [1, 2, 7], [1, 4, 6], [1, 6, 8], [2, 4, 8], [3, 4, 5], [3, 6, 7], [5, 7, 8]]"
equal_time,QIMA,"(7,14,6,3,2)",0,0,0,4,4,2828,2.0007024700000784,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 6], [0, 3, 4], [0, 5, 6], [1, 2, 3], [1, 2, 5], [1, 3, 6], [1, 4, 6], [2, 3, 4], [2, 4, 5], [3, 5, 6], [4, 5, 6]]"
equal_time,GA,"(7,14,6,3,2)",0,1,0,0,0,1240,0.3799346470000273,"[[0, 1, 2], [0, 1, 6], [0, 2, 3], [0, 3, 4], [0, 4, 5], [0, 5, 6], [1, 2, 5], [1, 3, 4], [1, 3, 6], [1, 4, 5], [2, 3, 5], [2, 4, 6], [2, 4, 6], [3, 5, 6]]"
equal_time,SA,"(7,14,6,3,2)",0,0,0,4,4,16733,2.0000238459999764,"[[0, 1, 3], [0, 1, 6], [0, 2, 3], [0, 2, 5], [0, 4, 5], [0, 4, 6], [1, 2, 5], [1, 3, 4], [1, 4, 5], [1, 5, 6], [2, 3, 4], [2, 3, 6], [2, 4, 6], [3, 5, 6]]"
equal_time,QIMA,"(7,14,6,3,2)",1,0,0,4,4,2938,2.0001127599998654,"[[0, 1, 5], [0, 1, 5], [0, 2, 3], [0, 2, 4], [0, 3, 6], [0, 4, 6], [1, 2, 3], [1, 2, 6], [1, 3, 5], [1, 4, 6], [2, 4, 5], [2, 5, 6], [3, 4, 5], [3, 4, 6]]"
equal_time,GA,"(7,14,6,3,2)",1,1,0,0,0,1120,0.3627178560000175,"[[0, 1, 2], [0, 1, 6], [0, 2, 5], [0, 3, 4], [0, 3, 6], [0, 4, 5], [1, 2, 3], [1, 3, 5], [1, 4, 5], [1, 4, 6], [2, 3, 4], [2, 4, 6], [2, 5, 6], [3, 5, 6]]"
equal_time,SA,"(7,14,6,3,2)",1,1,0,0,0,9860,1.1432877169997937,"[[0, 1, 5], [0, 1, 6], [0, 2, 3], [0, 2, 4], [0, 3, 5], [0, 4, 6], [1, 2, 3], [1, 2, 6], [1, 3, 4], [1, 4, 5], [2, 4, 5], [2, 5, 6], [3, 4, 6], [3, 5, 6]]"
equal_time,QIMA,"(7,14,6,3,2)",2,0,0,4,4,2785,2.0002026150000347,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 4], [0, 4, 6], [0, 5, 6], [1, 2, 4], [1, 3, 6], [1, 4, 5], [1, 5, 6], [2, 3, 5], [2, 3, 6], [2, 5, 6], [3, 4, 5]]"
equal_time,GA,"(7,14,6,3,2)",2,1,0,0,0,1320,0.40694521199998235,"[[0, 1, 2], [0, 1, 5], [0, 2, 4], [0, 3, 4], [0, 3, 6], [0, 5, 6], [1, 2, 3], [1, 3, 6], [1, 4, 5], [1, 4, 6], [2, 3, 5], [2, 4, 6], [2, 5, 6], [3, 4, 5]]"
equal_time,SA,"(7,14,6,3,2)",2,1,0,0,0,2441,0.29040411699998003,"[[0, 1, 3], [0, 1, 4], [0, 2, 3], [0, 2, 6], [0, 4, 5], [0, 5, 6], [1, 2, 5], [1, 2, 5], [1, 3, 6], [1, 4, 6], [2, 3, 4], [2, 4, 6], [3, 4, 5], [3, 5, 6]]"
equal_time,QIMA,"(7,14,6,3,2)",3,0,0,4,4,3027,2.0006019090001246,"[[0, 1, 5], [0, 1, 6], [0, 2, 4], [0, 3, 4], [0, 3, 5], [0, 3, 6], [1, 2, 3], [1, 2, 4], [1, 2, 5], [1, 4, 6], [2, 3, 6], [2, 5, 6], [3, 4, 5], [4, 5, 6]]"
equal_time,GA,"(7,14,6,3,2)",3,1,0,0,0,400,0.1411440639999455,"[[0, 1, 3], [0, 1, 5], [0, 2, 3], [0, 2, 6], [0, 4, 5], [0, 4, 6], [1, 2, 4], [1, 2, 6], [1, 3, 4], [1, 5, 6], [2, 3, 5], [2, 4, 5], [3, 4, 6], [3, 5, 6]]"
equal_time,SA,"(7,14,6,3,2)",3,1,0,0,0,9764,1.103065431999994,"[[0, 1, 3], [0, 1, 4], [0, 2, 5], [0, 2, 6], [0, 3, 6], [0, 4, 5], [1, 2, 4], [1, 2, 6], [1, 3, 5], [1, 5, 6], [2, 3, 4], [2, 3, 5], [3, 4, 6], [4, 5, 6]]"
equal_time,QIMA,"(7,14,6,3,2)",4,0,0,6,6,3011,2.0013214400000834,"[[0, 1, 5], [0, 1, 6], [0, 2, 4], [0, 2, 6], [0, 3, 5], [0, 3, 6], [1, 2, 3], [1, 2, 5], [1, 3, 4], [1, 4, 5], [2, 3, 5], [2, 4, 6], [3, 4, 6], [4, 5, 6]]"
equal_time,GA,"(7,14,6,3,2)",4,1,0,0,0,1480,0.4796678120001161,"[[0, 1, 3], [0, 1, 6], [0, 2, 3], [0, 2, 6], [0, 4, 5], [0, 4, 5], [1, 2, 4], [1, 2, 5], [1, 3, 4], [1, 5, 6], [2, 3, 5], [2, 4, 6], [3, 4, 6], [3, 5, 6]]"
equal_time,SA,"(7,14,6,3,2)",4,1,0,0,0,5548,0.6996119509999517,"[[0, 1, 2], [0, 1, 3], [0, 2, 4], [0, 3, 6], [0, 4, 5], [0, 5, 6], [1, 2, 6], [1, 3, 5], [1, 4, 5], [1, 4, 6], [2, 3, 4], [2, 3, 5], [2, 5, 6], [3, 4, 6]]"
equal_time,QIMA,"(7,14,6,3,2)",5,0,0,4,4,2940,2.0001463490000333,"[[0, 1, 4], [0, 1, 5], [0, 2, 3], [0, 2, 6], [0, 3, 4], [0, 5, 6], [1, 2, 3], [1, 2, 5], [1, 3, 6], [1, 4, 6], [2, 3, 4], [2, 4, 5], [3, 5, 6], [4, 5, 6]]"
equal_time,GA,"(7,14,6,3,2)",5,1,0,0,0,3320,1.0661304640000253,"[[0, 1, 3], [0, 1, 4], [0, 2, 5], [0, 2, 5], [0, 3, 6], [0, 4, 6], [1, 2, 3], [1, 2, 6], [1, 4, 5], [1, 5, 6], [2, 3, 4], [2, 4, 6], [3, 4, 5], [3, 5, 6]]"
